EIN,Organization,Mission,Receipts,URL,Guidestar
04-2277210,HITCHCOCK FREE ACADEMY,"Hitchcock Free Academy's mission is to enrich lives by providing educational, recreational and cultural programs to community members of all ages from Brimfield, Holland, Wales, Sturbridge and the surrounding communities.",1159084,www.hitchcockacademy.org,https://www.guidestar.org/profile/04-2277210
27-1970863,PAWS AND CLAWS RESCUE & RESORT,"The mission of Paws and Claws Rescue and Resort is to:    Save Animal Lives;  Educate Youth; and,  Help Pets Complete Families    Paws and Claws Rescue and Resort is located in Hackensack, Minnesota. We serve multiple counties across central Minnesota.",1153253,www.pawsandclawsanimalshelter.org,https://www.guidestar.org/profile/27-1970863
75-2173714,"Pearle Vision Foundation, Inc.",OneSight Research Foundation funds research to address eye health issues throughout the world and invests in the next generation of optometric professionals through scholarships and education.,1125714,"www.onesight,org",https://www.guidestar.org/profile/75-2173714
35-1860492,Quest for Excellence Inc,"To invest in people by providing safe, secure, and affordable housing assistance programs, supportive services and educational opportunities for the at-risk, homeless, and special needs population.",1096913,www.Q4E.org,https://www.guidestar.org/profile/35-1860492
47-0899442,Athena Partners,To eliminate womens' cancers by advancing research and education.   The organization is dissolved.,1096067,NA,https://www.guidestar.org/profile/47-0899442
31-1764417,The Los Angeles Reinvestment Foundation,"The Los Angeles Reinvestment Foundations mission is to feed as many hungry families, senior citizens, handicap, homeless, the youth, working poor, underserved and veterans throughout the year.",1089842,thelosangelesreinvestmentfoundation.com,https://www.guidestar.org/profile/31-1764417
30-0011622,Broadbent Wildlife Sanctuary Inc,"Rescuing sick, injured and orphaned wildlife.",1086749,NA,https://www.guidestar.org/profile/30-0011622
75-2335230,C R SMITH MUSEUM FOUNDATION,"The American Airlines C.R. Smith Museum preserves the history of American Airlines and interprets the air transportation industry. Through its activities, the museum serves active and retired and interested members of the general public. Because of the museum's commitment to education, its exhibits stress hands-on learning through hands-on displays. The museum collects artifacts and archival materials that are suitable for its educational and exhibit programs.",1065059,www.crsmithmuseum.org,https://www.guidestar.org/profile/75-2335230
27-0286070,World Players of Handball Foundation,#TeamWPH is a non-profit tax-exempt foundation that is on a mission to grow the sport of handball through innovation,1060049,https://wphlive.tv/,https://www.guidestar.org/profile/27-0286070
62-0541813,Tennessee Medical Foundation,"To protect patients through identification, intervention, rehabilitation, and the provision of advocacy/support for physicians and other health professionals impaired by addictive disease, mental or emotional illness. In response to requests from hospitals, physician groups and family members, the TMF has reshaped the program to assist physicians, their families, and hospitals with a wider range of problems. They include rage issues, disruptive behavior, depression and career burnout. The PHP has also been instrumental in assisting medical schools in Tennessee with programs targeted at medical students and residents. These programs are primarily educational, but they also aid medical school faculty in identifying students and residents afflicted with the disease of chemical dependency.",1054729,www.e-tmf.org,https://www.guidestar.org/profile/62-0541813
81-2326204,"The Greater Sum, Inc.","THE GREATER SUM FOUNDATION SERVES AS A CATALYST FOR POSITIVE CHANGE. WE ENABLE EARLY-STAGE INNOVATORS TO CREATE NEW SOLUTIONS TO OLD PROBLEMS BY PROVIDING THE TOOLS, CONNECTIONS, AND ASSISTANCE THEY NEED TO REALIZE EFFECTIVE SOLUTIONS TO SIGNIFICANT AND ONGOING PROBLEMS AROUND THE WORLD.",1052012,www.thegreatersum.org,https://www.guidestar.org/profile/81-2326204
23-7275337,Thomas E & Edna D Carpenter Foundation,"Carpenter St. Croix Valley Nature Center works to foster appreciation and inspire stewardship of the natural world through acquiring and preserving land and by providing quality environmental education, and conservation practices and outdoor experiences for visitors of all ages and capabilities.",1044429,http://carpenternaturecenter.org/,https://www.guidestar.org/profile/23-7275337
20-5857295,Smile Services Inc,To Provide Adult Daycare Services To Mentally Challenged Individuals,1042636,WWW.THENICHOLSONCENTER.COM,https://www.guidestar.org/profile/20-5857295
20-2234609,Global Animal Partnership,Promoting and facilitating continuous improvement in animal agriculture,1037887,www.globalanimalpartnership.org,https://www.guidestar.org/profile/20-2234609
38-3182232,BELLWETHER FOUNDATION,"Bellwether Harbor is dedicated to the health and well-being of the abandoned, abused and neglected dogs and cats coming into our shelter, preparing them for their adoption with people looking for forever companionship. We do this through medical care, socialization, training, and sometimes rehabilitation.    We work with people looking to adopt our animals by helping them to find the dog or cat that is the best fit with their lifestyle. We do this through an interview process, multiple visits, education and training.    Our ultimate goal is to encourage and support the human animal bond.",1037682,www.bellwetherharbor.org,https://www.guidestar.org/profile/38-3182232
20-8705481,Ralph T Coe Center for the Arts Inc,"The Ralph T. Coe Center for the Arts is dedicated to increasing public awareness, education, and appreciation of indigenous art through its programs, exhibitions, and individual study. The Coe emphasizes hands-on experience, learning through actively engaging art—the collection you can touch. The Coe’s collection represents worldwide indigenous cultures, with its core encompassing the span of historic to contemporary North American Native works.",1031289,www.coeartscenter.org,https://www.guidestar.org/profile/20-8705481
33-0819714,American Institute of Bisexuality Inc,PROMOTE PUBLIC AWARENESS OF BISEXUALITY,1028811,NA,https://www.guidestar.org/profile/33-0819714
04-6604534,ALBERT F EGAN JR AND DOROTHY H EGAN FOUNDATION INC,The mission of Egan Maritime Institute is to inspire the appreciation and preservation of Nantucket's maritime culture and sea-faring legacy.,1028239,www.eganmaritime.org,https://www.guidestar.org/profile/04-6604534
41-6031373,Star Tribune Foundation,Making the biggest impact possible through small grants directed to nonprofit organizations dealing with major social issues in our community.,1010689,NA,https://www.guidestar.org/profile/41-6031373
91-2106274,ASPIRATION,"Aspiration's mission is to connect nonprofit organizations with software solutions that help them better carry out their work.  We want nonprofit organizations to be able to find and use the best software available, so that they maximize their effectiveness and impact and, in turn, change the world.",1009382,www.aspirationtech.org,https://www.guidestar.org/profile/91-2106274
95-1643979,"Boys and Girls Aid Society of San Diego, Ltd.","To identify, support and create programs that provide preventative services or direct care to abused, neglected and at-risk youth in San Diego County",1002780,boysandgirlsfoundation.org,https://www.guidestar.org/profile/95-1643979
52-2299539,National Meningitis Association Inc,"NMA was established in 2002 by parents whose children either died from or were severely affected by meningococcal disease. Like so many other families affected by this disease, we didn’t know our children were at increased risk or that it was potentially vaccine-preventable. Our mission was, and still is, to educate families, medical professionals and others about meningococcal disease and prevention approaches. NMA also offers emotional support to those whose lives have been affected by this devastating disease.",998950,www.nmaus.org,https://www.guidestar.org/profile/52-2299539
16-1097876,SCHWEINFURTH MEMORIAL ART CENTER,The Schweinfurth Art Center's mission is to build a vibrant community through the arts by encouraging emerging artists and public participation through high quality exhibitions and educational programs.,997801,www.myartcenter.org,https://www.guidestar.org/profile/16-1097876
20-4633501,Embraced By Grace Inc,TO PROVIDE ADOPTION SERVICES IN A MANNER DESIGNED TO FACILITATE THE PERMANENT PLACEMENT OF CHILDREN IN CHRISTIAN HOMES.,997344,www.embracedbygrace.org,https://www.guidestar.org/profile/20-4633501
04-3533001,Mapping Boston Foundation Inc,The Organization Designs And Develops Educational Programs Centered Around Historic Maps That Trace The Growth And Transformation Of The City Of Boston And New England.,995928,WWW.MAPPINGBOSTON.COM,https://www.guidestar.org/profile/04-3533001
13-2998991,Great Mountain Forest Corporation,"To encourage, in the broadest and most liberal manner, the investigation, research, discovery and application of knowledge to the development and use of all types of trees, forests, forest lands and other natural resources. To conserve land and water areas and, in particular, forest areas. To conduct, endow and assist investigation and study related to such purposes and activities in any department of science and to this end to cooperate with governments, universities, colleges, technical schools, learned societies and individuals.",987514,www.greatmountainforest.org,https://www.guidestar.org/profile/13-2998991
20-4672898,Mini-Time Machine Inc,"The mission of The Mini-Time Machine Museum of Miniatures is to provide in a state of the art building, a cultural and educational atmosphere for the preservation and display of antique and contemporary miniatures. The artistic, historic, architectural and creative aspects of miniatures will be shared in an entertaining and interactive way with community members of all ages.",979387,www.theminitimemachine.org,https://www.guidestar.org/profile/20-4672898
58-2483735,Hancock Community Development Corportation Inc,"To Provide Leadership, Linkage And Support To The Community That Enhances Economic Growth, Offers Abd Sustains Community Development And Generates Community Based Partnerships.",979229,HANCOCKCDC.ORG,https://www.guidestar.org/profile/58-2483735
52-1754606,"Leavens Foundation, Inc.","We seek to build strong and healthy local communities in the areas where we live and work. We encourage individual advocacy, interest and participation by the Trustees in grantee projects.",968962,NA,https://www.guidestar.org/profile/52-1754606
27-3247230,THRIIVE,"Thriive's mission is building prosperity in vulnerable global communities.    At Thriive we inspire a culture of philanthropy in challenged communities and offer a sustainable way out of poverty by helping to create new jobs.  As we help small businesses grow with needed capital, they pay forward this assistance by donating products, services, and job training to the most vulnerable in their communities.      The majority of entrepreneurs are so inspired by the impact their gifts have on others that they continue to give, transforming themselves from someone in need to someone whose donations help fortify their communities and help make them more resilient and self-reliant.",966412,www.thriive.org,https://www.guidestar.org/profile/27-3247230
75-2547239,Son Care Foundation,"Alpha Academy is a christian-based, 6 month long mentoring program designed to give students a break from their regular life and guide them toward a better path.   New Life K9s is training service dogs for Veterans and First Responders with PTSD. The dogs will be provided at no cost to the recipient. We partner with California Men's Colony and Correctional Training Facility where inmates are taught to teach the service dogs. This program is saving the lives of Veterans, First Responders, and also inmates' lives by giving them a new sense of purpose.",963151,www.soncarefoundation.org,https://www.guidestar.org/profile/75-2547239
31-6543121,William R Burleigh Family Fndn,"The William R. Burleigh Family Foundation is a small, family-managed private foundation that promotes the recovery and renewal of the Catholic philosophic, educational and charitable traditions.  Established in Cincinnati, Ohio, the Foundation focuses primarily, though not exclusively, on Catholic cultural and educational institutions, and on the civic well-being of the Greater Cincinnati region.",955241,NA,https://www.guidestar.org/profile/31-6543121
04-3243095,The American City Coalition Inc. (TACC),"The American City Coalition (TACC) is a 501 (c)(3) nonprofit organization grounded in an inclusive, comprehensive, and collaborative approach to neighborhood revitalization. Our mission is to help revitalize urban neighborhoods so that families flourish in safe environments and fully benefit from the economic opportunities of American cities.  TACC provides technical support and assistance to advance multi-sector and multi-stakeholder partnerships that focus public and private investment to improve the quality of life for Roxbury families.",945823,www.tamcc.org,https://www.guidestar.org/profile/04-3243095
46-5305956,COLTEN COWELL FOUNDATION,"The Colten Cowell Foundation creates unforgettable experiences for families impacted by significant life challenges. Enjoying a night of respite and fun, we create cherished memories, instill a spirit of giving and bring hope for the future.",931477,www.coltencowellfoundation.org,https://www.guidestar.org/profile/46-5305956
54-1947279,"Friends of Barnabas Foundation, Inc.","Our mission is to improve the lives of impoverished children in Honduras by providing high-quality, sustainable health care and enabling communities to become self-sufficient through health-related training and education.",917685,www.fobf.org,https://www.guidestar.org/profile/54-1947279
20-4818196,North American Thrombosis Forum Inc,"The goal of the North American Thrombosis Forum (NATF) is to focus on unmet needs and issues related to thrombosis and cardiovascular diseases such as deep vein thrombosis, pulmonary embolism, myocardial infarction, peripheral arterial occlusive disease, and stroke. NATF's five areas of major focus are: Education and Prevention, Public Policy, Advocacy, Basic Translational Research, and Clinical Research.",906037,www.natfonline.org,https://www.guidestar.org/profile/20-4818196
45-3576353,AINSLEY'S ANGELS OF AMERICA,"In addition to ensuring everyone can experience endurance events, Ainsley's Angels of America aims to build awareness about America's special needs community through inclusion in all aspects of life.  Serving as advocates to providing education and participating as active members in local communities, we believe everyone deserves to be included.  We invite you to join our efforts at www.AinsleysAngels.org",898884,www.ainsleysangels.org,https://www.guidestar.org/profile/45-3576353
94-1243662,LATHAM FOUNDATION FOR THE PROMOTION OF HUMANE EDUCATION,"Latham promotes humane education, teaching respect for all living creatures, especially animals - which in turn teaches respect for other people. We serve an international clientele, made easier now with the internet. Started in the 1930's, with our International Poster Contest brought the message of Latham Humane Education to many countries and that message outreach has continued to today. Our current co-creation and support of the National Link Coalition, is actually an international outreach staffed entirely by volunteers.",897296,http://www.latham.org,https://www.guidestar.org/profile/94-1243662
26-0525819,San Diego Fine Art Society,Art Pulse is dedicated to strengthening the health of the arts in San Diego County for the benefit of the community as a whole.,896021,http://www.artpulse.org,https://www.guidestar.org/profile/26-0525819
27-3183146,Maliasili Initiatives Inc,We help outstanding African conservation organizations become even better.,895850,www.maliasili.org,https://www.guidestar.org/profile/27-3183146
52-2346247,Southern Maryland Works Inc,The Southern Maryland Worksource connects business and workers so both can compete in the global economy.,880451,http://www.somdworks.org,https://www.guidestar.org/profile/52-2346247
27-0266647,Howl Arts,"The purpose of Howl Arts Inc.is to perpetuate, coordinate and support  the arts and creative industries with exhibitions and documentation. We aim to  improve the daily lives of artists and members of the creative community and to  enhance and create opportunities for artists in the production of their  work.The Howl! Festival uses poetry, music, dance, theater, fine art,  popular culture, in fact all means of artistic expression and new technologies  to engage and incite people to connect with the arts. We give young people and  the public the tools to join in the creative process and take action to  experience first hand the high value of a creative life.The public  objective is to provide access to the arts for individuals who otherwise would  not be able to afford access to the arts. Howl Arts Inc. produces all HOWL!  endeavors including HOWL! Festival and HOWL! Arts Project.",875063,www.howlfestival.com,https://www.guidestar.org/profile/27-0266647
31-1578089,The Brenton Arboretum,The mission of The Brenton Arboretum is to inspire joy through the beauty and knowledge of the natural world of trees.,872337,http://www.thebrentonarboretum.org/,https://www.guidestar.org/profile/31-1578089
36-4200033,Oasis International Ltd.,"Oasis International is a ministry devoted to fostering a robust and sustainable pan-African publishing industry.  We engage Africa's most influential, most relevant, and best communicators for the sake of the Gospel.  We cultivate local and global partnerships in order to publish and distribute high-quality books and Bibles.  We contextualize content that meets the specific needs of Africa, has the power to transform individuals and societies, and gives the African Church a global voice.",871976,www.oasisint.net,https://www.guidestar.org/profile/36-4200033
41-1852392,Irwin Andrew Porter Foundation,"It is the mission of the Irwin Andrew Porter Foundation to provide funding for innovative projects and programs that foster connections between individuals, communities, our environment and our world.  IAP provides funding in the areas of arts, education, the environment and social programs. We are looking for innovation, inspiration, effectiveness, programs that foster connections between communities and individuals, organizations willing to form partnerships with others and projects or programs that inspire, require and enable people to give back to their communities as much, or more, than they have received from the project.",865734,www.iapfoundation.org,https://www.guidestar.org/profile/41-1852392
31-1607491,The William Ellis Robinson Foundation,---,856708,NA,https://www.guidestar.org/profile/31-1607491
66-0804878,Hogar De Ancianos El Jardin Del Eden Inc,Provide Assisted Living Care To Seniors Residents In The Hospice,852678,NA,https://www.guidestar.org/profile/66-0804878
75-2236225,VOICE OF ELIJAH INC,"The Voice of Elijah® is the outreach arm of Voice of Elijah, Inc.—a non-profit, tax-exempt Christian religious organization—for the specific purpose of warning born-again Believers that Satan has planted insidious lies in the Church—lies that will one day prompt the vast majority of Christians to worship the Antichrist as a “false Christ"" (Matt. 24:23–24). They will do so because—just as the Early Church Fathers Irenæus and Hippolytus indicate—they will have been deceived into believing the Antichrist is Jesus Christ, the Messiah and King of Israel.    Our mission is to acquire and distribute educational materials that will provide True Believers insight into the true message of the Scriptures—the same things the Apostles understood—and thereby avoid the “deluding influence"" the Apostle Paul said would ensnare all “who do not believe the Truth"" in the Last Days—at the End of the Age:    And then that lawless one will be revealed whom the Lord will slay with the breath of His mouth and bring to an end by the appearance of His coming; {that is,} the one whose coming is in accord with the activity of Satan, with all power and signs and false wonders, and with all the deception of wickedness for those who perish, because they did not receive the love of the truth so as to be saved. And for this reason God will send upon them a deluding influence so that they might believe what is false, in order that they all may be judged who did not believe the truth, but took pleasure in wickedness.  (2 Thessalonians 2:8–12) —NASB",851479,www.voiceofelijah.org,https://www.guidestar.org/profile/75-2236225
23-6832208,Mary Walker Tw 657 C-Ch 009182,Supporting Organization For Friends Boarding Home Of Newtown,840585,NA,https://www.guidestar.org/profile/23-6832208
46-1534059,Suzanne and Jim Kneale Family Foundation,"To improve the lives of citizens through donations to local, regional and/or national publicly supported non-profit charitable organizations",840323,NA,https://www.guidestar.org/profile/46-1534059
20-0206085,"Birthright Armenia, Inc.","To strengthen ties between Homeland and Diasporan youth by affording them an opportunity to be a part of Armenia's daily life and to contribute to Armenia's development through work, study and volunteer experiences, while developing future community leaders, advocates for Armenia, life-long personal ties and a renewed sense of Armenian identity.",839657,www.birthrightarmenia.org,https://www.guidestar.org/profile/20-0206085
23-2088969,The First Tee of Greater Philadelphia,To impact the lives of young people by providing educational programs that promote character development and life-enhancing values through the game of golf.,834758,www.thefirstteephiladelphia.org,https://www.guidestar.org/profile/23-2088969
20-5045585,"Ende Menzer Walsh & Quinn Retirees', Widows'& Children's Assistance Fu","It is the sole purpose of the Ende, Menzer, Walsh & Quinn Retirees' Widows' and Children’s Assistance Fund to provide financial assistance annually to the neediest widows and orphans of members of the Chicago Fire Department from the resources accumulated by the organization.",833949,www.widowsandchildren.org,https://www.guidestar.org/profile/20-5045585
20-3979635,HAPPY TAILS ANIMAL SANCTUARY,"Our mission & belief is that all 4-legged friends have a right to a second chance to live.     We serve the local community of Mchenry County, Illinois",827443,www.htasinc.org,https://www.guidestar.org/profile/20-3979635
27-0187750,Jason Debus Heigl Foundation,"Dedicated to animal advocacy, the Foundation seeks to eliminate the needless suffering inflicted on animals by human cruelty, indifference and ignorance through supporting various initiatives and programs.",821960,jasonheiglfoundation.org,https://www.guidestar.org/profile/27-0187750
95-3628770,Living Free Animal Sanctuary,"Our mission is to rescue cats and dogs facing imminent shelter euthanasia, rehabilitate them, and place them in qualified adoptive homes.      We offer low-cost Public Spay/ Neuter Services; Education and Outreach Programs promoting humane alternatives to healthy animal euthanasia; Service Animal Initiatives; Animal-Assisted Therapy; and Equine-Assisted Therapy using wild mustangs for Veterans.",813342,www.living-free.org,https://www.guidestar.org/profile/95-3628770
95-2258645,Soroptimist Village Foundation,"Founded in 1921, Soroptimist International of the Americas is an international organization for business and professional women who provide volunteer service to their communities. About 45,000 Soroptimists in 20 countries and territories contribute time and financial support to community-based and international projects benefiting women and girls. Soroptimist International of the Americas is part of Soroptimist International, which comprises almost 95,000 members in about 120 countries.  The name, Soroptimist, means 'best for women,' and that's what the organization strives to achieve. Soroptimists are women at their best working to help other women to be their best.  Soroptimist members belong to local clubs, which determine the focus of service to their communities. Club projects range from renovating domestic violence shelters, to providing mammograms to low-income women, to sponsoring self-esteem workshops for teenage girls. In addition, Soroptimists participate in organization-wide programs that include the Women's Opportunity Awards, Soroptimist Club Grants for Women and Girls, the Soroptimist Workplace Campaign to End Domestic Violence, the Making a Difference for Women Award and the Violet Richardson Award. All projects seek to make life better for women and girls, in local communities and throughout the world.",811926,http://www.soroptimist.org,https://www.guidestar.org/profile/95-2258645
23-7307973,PATRICIA H LADEW FOUNDATION INC,"Reducing feline suffering by providing housing for homeless cats rescued from municipal shelters, sterilizing stray and feral cats in our care to reduce overpopulation and by providing necessary medical treatment for those unowned cats.",808094,www.theladewcatsanctuary.org,https://www.guidestar.org/profile/23-7307973
34-7034544,Kenneth A. Scott Charitable Trust,"The Kenneth A. Scott Charitable Trust, a KeyBank Trust, is a private foundation focused on preventing cruelty to animals and promoting the humane treatment of animals, particularly companion animals such as dogs and cats, and other species of animals commonly kept as household pets.  The Foundation also supports efforts to protect the well-being of urban-suburban wildlife, captive exotic wildlife, farmed animals, working animals, and non-human animals generally.  It extends in perpetuity the generosity toward animals in need shown by Kenneth Allen Scott during his lifetime, and assists those who care for them today.",806325,www.kennethscottcharitabletrust.org,https://www.guidestar.org/profile/34-7034544
35-2357099,Perna-Rose Foundation of Hope Inc,"The purpose of the Perna Foundation for Hope is to provide funding to domestic and international organizations which:Help people attain or regain self-sufficiency by providing education, food/clothing/shelter  and supporting micro-businesses Assist in animal welfare      The foundation assists organizations committed to improving communities in a sustainable way.  We support organizations which teach people ""how to fish"" and, in some cases, we support the fish!",805844,http://www.pernafoundationforhope.org,https://www.guidestar.org/profile/35-2357099
20-3265442,Wellness Foundation,"MISSION STATEMENT  To educate, support and inspire children and adults to adopt healthy lifestyles.    VISION STATEMENT  Healthy lifestyle is effective across America at preventing and reversing chronic disease.",804131,www.wfeh.org,https://www.guidestar.org/profile/20-3265442
76-0535539,Carson Foundation,To partner with US 501(c)3s on matching fund basis to have the most effect in health and education in International destinations where there is proved experience and results....,804024,NA,https://www.guidestar.org/profile/76-0535539
55-0528075,Sacred Heart Childrens Center Inc,"Is to provide social welfare services for the children (18 or under) of Harrison County, West Virginia.",803100,NA,https://www.guidestar.org/profile/55-0528075
39-1768553,"Have-A-Heart, Inc.","Our mission is to provide care-giving and supportive services to children and adults with physical and/or cognitive disabilities.  We have a group home that houses four men, and adult day program weekdays so families have a place to leave their loved ones, and weekend respite from Friday evening to Sunday evening, alternating weekends between children and adult clients. Our entire staff is CBRF certified and listed on the Wisconsin Registry of Certified Caregivers. We serve families in Washington and Dakota counties in Minnesota and Pierce, St. Croix, and Polk in Wisconsin.",800788,NA,https://www.guidestar.org/profile/39-1768553
20-5162723,Equine Rescue of Aiken,"Our mission is to rescue unwanted horses who have suffered from abuse and neglect; work with various racetracks to ‘repurpose’ Off-the-Track-Thoroughbreds; and take horses whose owners can no longer care for them; giving them all a place to stay until they can be adopted by loving families.   We provide Disaster Relief of food and supplies for horses and animals impacted by natural disasters, such as Hurricane Irma impacting TX and FL in 2017.  We partner with the Saratoga War Horse program which assists military Veterans with PTS. We also support our city and county Pre-Trial Intervention Program (PTI) by allowing offenders to earn community service hours at our facility.",793684,www.aikenequinerescue.org,https://www.guidestar.org/profile/20-5162723
93-0811823,Oregon Scottish Rite Clinics,"Our Mission: Helping Young Children Communicate. KidTalk helps children with communication disorders achieve their fullest potentials in life by identifying, evaluating, and treating their speech-language problems.",786847,www.kidtalkoregon.org,https://www.guidestar.org/profile/93-0811823
20-2556121,HEALTH CARE ACCESS,"Our mission is to improve the health and quality of life in the greater Phoenixville area by helping the uninsured and underinsured overcome financial and cultural barriers in obtaining specialized health care and immigration services they need. HCA serves the underserved – those members of the community who are uninsured, underinsured, or waiting to be accepted into either CHIP (Children's Health Insurance Program), one of the medical assistance programs, or the new insurances via healthcare.gov. Involvement by HCA not only improves the health and quality of life for current clients, but the programs offered help to prevent what would surely be costly emergency services down the road.",785747,www.hcaphoenixville.org,https://www.guidestar.org/profile/20-2556121
20-2536824,Center for Cultural Judaism Inc,"The Center for Cultural Judaism sees Judaism as a culture — a rich, vital culture  that includes all aspects of Jewish history and philosophy, heritages,  languages, literatures, material culture, creative works and religion —  not solely a religion. At the heart of its mission is a deep  commitment to Jewish culture, and the belief that education can make a  meaningful difference in Jewish life. CCJ works  to support secular Jewish  education and educational initiatives on modern Jewish culture in university and secondary education environments.",784993,www.culturaljudaism.org,https://www.guidestar.org/profile/20-2536824
45-3745647,Gaples Institute for Integrative Cardiology,The mission of Gaples Institute is to improve heart health through education and  advocacy regarding the powerful health benefits of nutrition and lifestyle changes—in  combination with the best of conventional medicine.,782665,NA,https://www.guidestar.org/profile/45-3745647
93-1217856,RICE NORTHWEST MUSEUM OF ROCKS AND MINERALS,"The Rice Northwest Museum of Rocks and Minerals exists to engage, inspire, and educate generations on the splendor and complexities of our Earth.",779457,http://www.ricenorthwestmuseum.org,https://www.guidestar.org/profile/93-1217856
80-0623510,ARTLAB21 FOUNDATION,"ESMoA’s mission is to be a catalyst for creative and critical thinking - an arts laboratory rather than a traditional museum - believing that art and creativity are at the foundation of any society. Every Experience welcomes visitors to spread the spark of creativity through the display of, and education about, visual arts.<br><br>  ESMoA fulfills its mission through:<br><br>  • The display and creation of art: theme-based ""Experiences” (our word for exhibition) are designed to address art, beauty and life.<br><br>  • Arts Education: Free arts instruction is provided to Los Angeles schoolchildren, with busses for classes that otherwise would be unable to visit.<br><br>  • Public Programs: Inspiring free events are designed for children, adults, and families.",771793,NA,https://www.guidestar.org/profile/80-0623510
02-0469603,EDWIN C REMICK FOUNDATION,"""To educate a broad and diverse public to the value and significance of the medical practice and agricultural way of life of the country doctor and to preserve and interpret the Remick property and collections for the benefit of the public.""",766182,www.remickmuseum.org,https://www.guidestar.org/profile/02-0469603
35-2318752,Sas Foundation for Cancer Research Inc,The Purpose Of The Foundation Is To Provide Funding To Selected Applicants To Seek Out Potential Cures For Cancer Or To Alleviate The Impact Of Cancer.,749269,WWW.SASFOUND.ORG,https://www.guidestar.org/profile/35-2318752
20-1013921,Intrinsic Foundation,"Intrinsic Foundation’s mission is simple: helping children live healthier, smarter and  stronger lives.",745489,www.ifcares.org,https://www.guidestar.org/profile/20-1013921
74-1392580,Brownsville Historical Association,"The MISSION of the Brownsville Historical Association is to preserve, educate, and promote the history, heritage, and  cultural arts of Brownsville, Texas and its environs through exhibitions, educational programs, publications, cultural events, and archival collections.",743773,www.brownsvillehistory.org,https://www.guidestar.org/profile/74-1392580
36-2110366,Kobe College Corporation,"KCC-JEE was founded in 1920 to support excellence in education and cross cultural programs in relationship with Kobe College in Nishinomiya, Japan.  KCC assists in establishing one-on-one cross cultural relationships between the US and Japan.  KCC supports student, teacher and professor exchange programs, a graduate fellowship, and a high school essay contest.",743341,www.kccjee.org,https://www.guidestar.org/profile/36-2110366
38-3331960,Pilot Light Foundation,"Pilot Light supports sustainable, income generating projects in Africa. We strive to create a solid foundation for future generations to build upon. When individuals can support themselves they can establish a sustainable and thriving community for generations to come. Lasting self-sufficiency, secure interdependent communities, and self-determination are all that we hope for our future. We build resiliency by working on the relationship between the individual and the community. The idea of the pilot light is that we will light a small spark that can grow into a larger fire, after we are gone...",741350,www.pilotlightfoundation.org,https://www.guidestar.org/profile/38-3331960
58-1873723,Earth Angels Inc,To Provide Financial Assistance And Other Support To Less Fortunate Individuals.,738607,NA,https://www.guidestar.org/profile/58-1873723
22-2601403,GRAYSTONE SOCIETY INC,"The Graystone Society is a not-for-profit educational institution focused on broadening an understanding of the iron and steel history of Coatesville, Chester County, southeastern Pennsylvania and the region, to audiences of all ages and interests, by collecting, preserving, exhibiting and interpreting iron and steel's history, as well as contributing to its local economies in a meaningful way.    Our goal is to further the iron and steel legacy by providing educational programs to visitors, schools and the public. As a viable museum of the iron and steel industry, we function as an agent for both the preservation and education of the industry's history and technology, focusing particularly on Lukens Steel's achievements, and now more broadly on the national steel industry as a whole. Our programs include tours, trips, lectures, community events, using objects as teaching tools.",728402,www.steelmuseum.org,https://www.guidestar.org/profile/22-2601403
22-2529245,CONNECTICUT COUNCIL ON COMPULSIVE GAMBLING INC,"The Connecticut Council on Problem Gambling is a private, not-for-profit organization affiliated with the National Council on Problem Gambling. The Council's mission is to reduce the prevalence and impact of problem and pathological (compulsive) gambling on individuals, families, and society.",720660,http://www.problemgambling.org,https://www.guidestar.org/profile/22-2529245
11-2637844,The Daddario Foundation,"The D’Addario Foundation is a non-profit organization that identifies the highest quality, most impactful  instrument instruction programs in a diverse range of communities of great need and awards grants and product donations  to assist their growth and development. We believe in the power of music to unlock creativity, boost  self-confidence, and enhance academics. By making music education accessible, we can positively  affect social change and foster better citizens of the world.",708613,www.daddariofoundation.org,https://www.guidestar.org/profile/11-2637844
13-1855977,Westmoreland Sanctuary Inc,"Westmoreland Sanctuary was established in 1957 as a not-for-profit nature center and wildlife preserve with the mission to “acquire, establish and maintain for the free use, enjoyment and appreciation of the public. . . tracts of land, including woodland and streams, as a nature sanctuary . . . to promote nature appreciation, preservation and conservation generally, for the present and future benefit and enjoyment of the public.” Westmoreland also offers a variety of environmental education, conservation and recreational programs and events serving nearly 15,000 students of all ages every year.  Through these facilities and programs Westmoreland encourages a deeper understanding and engagement with nature and our environment",707271,http://www.westmorelandsanctuary.org/,https://www.guidestar.org/profile/13-1855977
14-1786723,Hasbrouck Family Association Inc.,"The Hasbrouck Family Association was formed in 1957 to purchase the historic Abraham Hasbrouck House in New Paltz, NY and facilitate its preservation and maintenance.  The Association currently contributes to the support and public display of this house as well as other historic Hasbrouck family sites in America. Additional objectives are: (1) documentation of Hasbrouck family history and genealogy and (2) fostering Huguenot heritage and ideals.",706262,http://www.hasbrouckfamily.org/,https://www.guidestar.org/profile/14-1786723
62-0696466,Caldsted Foundation,The mission of the Caldsted Foundation is to provide seniors housing with services in a gracious community that promotes independence for individuals with limited resources.,703905,https://www.facebook.com/CaldstedFoundation/,https://www.guidestar.org/profile/62-0696466
